name,score,pattern
oche,80.0,VCCV
ocin,80.0,VCVC
ohon,80.0,VCVC
ojan,80.0,VCVC
onco,80.0,VCCV
onol,80.0,VCVC
onos,80.0,VCVC
onot,80.0,VCVC
opin,80.0,VCVC
oril,80.0,VCVC
orim,80.0,VCVC
orir,80.0,VCVC
otha,80.0,VCCV
otho,80.0,VCCV
pert,80.0,CVCC
pofu,80.0,CVCV
renn,80.0,CVCC
renx,80.0,CVCC
rerr,80.0,CVCC
resq,80.0,CVCC
rico,80.0,CVCV
roto,80.0,CVCV
scon,80.0,CCVC
slen,80.0,CCVC
soan,80.0,CVVC
tant,80.0,CVCC
teja,80.0,CVCV
teje,80.0,CVCV
tejo,80.0,CVCV
teju,80.0,CVCV
terr,80.0,CVCC
tinn,80.0,CVCC
tinx,80.0,CVCC
tomi,80.0,CVCV
tomo,80.0,CVCV
tonc,80.0,CVCC
uben,80.0,VCVC
ucat,80.0,VCVC
uche,80.0,VCCV
ucin,80.0,VCVC
uhon,80.0,VCVC
ujan,80.0,VCVC
unon,80.0,VCVC
upin,80.0,VCVC
utha,80.0,VCCV
utho,80.0,VCCV
vain,80.0,CVVC
valo,80.0,CVCV
vins,80.0,CVCC
voin,80.0,CVVC
wain,80.0,CVVC
walo,80.0,CVCV
wein,80.0,CVVC
wins,80.0,CVCC
woin,80.0,CVVC
wrin,80.0,CCVC
xane,80.0,CVCV
xise,80.0,CVCV
xter,80.0,CCVC
xtin,80.0,CCVC
yala,80.0,CVCV
yisa,80.0,CVCV
ansi,79.8,VCCV
atam,79.8,VCVC
ayan,79.8,VCVC
beon,79.8,CVVC
cast,79.8,CVCC
cerl,79.8,CVCC
cerm,79.8,CVCC
ciso,79.8,CVCV
cita,79.8,CVCV
corn,79.8,CVCC
cors,79.8,CVCC
deer,79.8,CVVC
deor,79.8,CVVC
disu,79.8,CVCV
doan,79.8,CVVC
elor,79.8,VCVC
eseb,79.8,VCVC
esec,79.8,VCVC
esef,79.8,VCVC
eseg,79.8,VCVC
eseh,79.8,VCVC
esej,79.8,VCVC
esek,79.8,VCVC
esep,79.8,VCVC
esev,79.8,VCVC
esew,79.8,VCVC
esey,79.8,VCVC
esle,79.8,VCCV
etat,79.8,VCVC
etof,79.8,VCVC
eyan,79.8,VCVC
fedu,79.8,CVCV
feng,79.8,CVCC
foan,79.8,CVVC
fuer,79.8,CVVC
gaer,79.8,CVVC
gern,79.8,CVCC
gers,79.8,CVCC
ghin,79.8,CCVC
gier,79.8,CVVC
gint,79.8,CVCC
goer,79.8,CVVC
hant,79.8,CVCC
hies,79.8,CVVC
hiin,79.8,CVVC
iate,79.8,VVCV
icre,79.8,VCCV
ilat,79.8,VCVC
ilon,79.8,VCVC
inso,79.8,VCCV
inta,79.8,VCCV
iyan,79.8,VCVC
jain,79.8,CVVC
jalo,79.8,CVCV
jein,79.8,CVVC
join,79.8,CVVC
juin,79.8,CVVC
kaer,79.8,CVVC
kier,79.8,CVVC
kint,79.8,CVCC
leis,79.8,CVVC
lerd,79.8,CVCC
liat,79.8,CVVC
maon,79.8,CVVC
mian,79.8,CVVC
moan,79.8,CVVC
nens,79.8,CVCC
nian,79.8,CVVC
oate,79.8,VVCV
olat,79.8,VCVC
olon,79.8,VCVC
onam,79.8,VCVC
oson,79.8,VCVC
otat,79.8,VCVC
otof,79.8,VCVC
oyan,79.8,VCVC
pans,79.8,CVCC
pern,79.8,CVCC
pers,79.8,CVCC
piso,79.8,CVCV
pita,79.8,CVCV
qane,79.8,CVCV
qise,79.8,CVCV
raen,79.8,CVVC
ratr,79.8,CVCC
sans,79.8,CVCC
sees,79.8,CVVC
stom,79.8,CCVC
teji,79.8,CVCV
teya,79.8,CVCV
teye,79.8,CVCV
teyo,79.8,CVCV
tses,79.8,CCVC
uate,79.8,VVCV
ulat,79.8,VCVC
ulon,79.8,VCVC
uson,79.8,VCVC
utat,79.8,VCVC
utof,79.8,VCVC
uyan,79.8,VCVC
yete,79.8,CVCV
yong,79.8,CVCC
yote,79.8,CVCV
adon,79.6,VCVC
afon,79.6,VCVC
ahat,79.6,VCVC
amon,79.6,VCVC
asas,79.6,VCVC
asof,79.6,VCVC
atri,79.6,VCCV
baer,79.6,CVVC
bier,79.6,CVVC
bint,79.6,CVCC
boer,79.6,CVVC
buer,79.6,CVVC
calu,79.6,CVCV
cisa,79.6,CVCV
dant,79.6,CVCC
edem,79.6,VCVC
edet,79.6,VCVC
efon,79.6,VCVC
ehat,79.6,VCVC
elis,79.6,VCVC
emon,79.6,VCVC
enur,79.6,VCVC
erul,79.6,VCVC
erum,79.6,VCVC
erun,79.6,VCVC
erus,79.6,VCVC
erut,79.6,VCVC
fans,79.6,CVCC
fian,79.6,CVVC
hebr,79.6,CVCC
hetr,79.6,CVCC
idon,79.6,VCVC
ifon,79.6,VCVC
ihat,79.6,VCVC
imon,79.6,VCVC
insa,79.6,VCCV
iror,79.6,VCVC
jins,79.6,CVCC
kedu,79.6,CVCV
keng,79.6,CVCC
koer,79.6,CVVC
kuer,79.6,CVVC
last,79.6,CVCC
ledr,79.6,CVCC
lerk,79.6,CVCC
maru,79.6,CVCV
mesl,79.6,CVCC
meth,79.6,CVCC
misu,79.6,CVCV
nant,79.6,CVCC
neto,79.6,CVCV
nisu,79.6,CVCV
nsin,79.6,CCVC
odon,79.6,VCVC
ohat,79.6,VCVC
omor,79.6,VCVC
onil,79.6,VCVC
onim,79.6,VCVC
onir,79.6,VCVC
orol,79.6,VCVC
oros,79.6,VCVC
orot,79.6,VCVC
phea,79.6,CCVV
pisa,79.6,CVCV
poru,79.6,CVCV
sehi,79.6,CVCV
send,79.6,CVCC
stei,79.6,CCVV
steo,79.6,CCVV
steu,79.6,CCVV
tast,79.6,CVCC
tedw,79.6,CVCC
teyi,79.6,CVCV
teyu,79.6,CVCV
udon,79.6,VCVC
ufon,79.6,VCVC
uhat,79.6,VCVC
umon,79.6,VCVC
unes,79.6,VCVC
vaer,79.6,CVVC
vier,79.6,CVVC
vint,79.6,CVCC
voer,79.6,CVVC
waer,79.6,CVVC
whea,79.6,CCVV
wier,79.6,CVVC
wint,79.6,CVCC
woer,79.6,CVVC
yain,79.6,CVVC
yalo,79.6,CVCV
yein,79.6,CVVC
yoin,79.6,CVVC
yute,79.6,CVCV
adat,79.4,VCVC
anic,79.4,VCVC
berl,79.4,CVCC
berm,79.4,CVCC
blin,79.4,CCVC
bran,79.4,CCVC
caon,79.4,CVVC
cens,79.4,CVCC
clin,79.4,CCVC
ditu,79.4,CVCV
ersi,79.4,VCCV
fert,79.4,CVCC
fisu,79.4,CVCV
flin,79.4,CCVC
fuan,79.4,CVVC
gans,79.4,CVCC
gian,79.4,CVVC
goan,79.4,CVVC
hast,79.4,CVCC
hecr,79.4,CVCC
hefr,79.4,CVCC
hegr,79.4,CVCC
hepr,79.4,CVCC
icof,79.4,VCVC
idat,79.4,VCVC
inda,79.4,VCCV
indi,79.4,VCCV
jaer,79.4,CVVC
joer,79.4,CVVC
juer,79.4,CVVC
kans,79.4,CVCC
kian,79.4,CVVC
lalu,79.4,CVCV
leas,79.4,CVVC
leit,79.4,CVVC
lien,79.4,CVVC
masi,79.4,CVCV
mesm,79.4,CVCC
mesn,79.4,CVCC
neal,79.4,CVVC
nent,79.4,CVCC
ngis,79.4,CCVC
odat,79.4,VCVC
pant,79.4,CVCC
phel,79.4,CCVC
plin,79.4,CCVC
raso,79.4,CVCV
relt,79.4,CVCC
ries,79.4,CVVC
riin,79.4,CVVC
rner,79.4,CCVC
sant,79.4,CVCC
sela,79.4,CVCV
talu,79.4,CVCV
thur,79.4,CCVC
tost,79.4,CVCC
tran,79.4,CCVC
udat,79.4,VCVC
unat,79.4,VCVC
veis,79.4,CVVC
verd,79.4,CVCC
wedu,79.4,CVCV
weng,79.4,CVCC
whel,79.4,CCVC
yins,79.4,CVCC
yuin,79.4,CVVC
zino,79.4,CVCV
aces,79.2,VCVC
agen,79.2,VCVC
agon,79.2,VCVC
anul,79.2,VCVC
anum,79.2,VCVC
anun,79.2,VCVC
anus,79.2,VCVC
anut,79.2,VCVC
apat,79.2,VCVC
apen,79.2,VCVC
arom,79.2,VCVC
atro,79.2,VCCV
bans,79.2,CVCC
bian,79.2,CVVC
boan,79.2,CVVC
buan,79.2,CVVC
caru,79.2,CVCV
ceto,79.2,CVCV
chan,79.2,CCVC
cofr,79.2,CVCC
cran,79.2,CCVC
cute,79.2,CVCV
dast,79.2,CVCC
desl,79.2,CVCC
deth,79.2,CVCC
dran,79.2,CCVC
dute,79.2,CVCV
eces,79.2,VCVC
egen,79.2,VCVC
egon,79.2,VCVC
elit,79.2,VCVC
enco,79.2,VCCV
enol,79.2,VCVC
enos,79.2,VCVC
enot,79.2,VCVC
epat,79.2,VCVC
epen,79.2,VCVC
erta,79.2,VCCV
fant,79.2,CVCC
fern,79.2,CVCC
fers,79.2,CVCC
fran,79.2,CCVC
gisu,79.2,CVCV
glin,79.2,CCVC
gran,79.2,CCVC
gute,79.2,CVCV
halu,79.2,CVCV
hebl,79.2,CVCC
hecl,79.2,CVCC
hefl,79.2,CVCC
hepl,79.2,CVCC
hute,79.2,CVCV
ical,79.2,VCVC
igen,79.2,VCVC
igon,79.2,VCVC
ince,79.2,VCCV
indo,79.2,VCCV
ipat,79.2,VCVC
ipen,79.2,VCVC
jedu,79.2,CVCV
jeng,79.2,CVCC
jier,79.2,CVVC
jint,79.2,CVCC
kert,79.2,CVCC
kisu,79.2,CVCV
koan,79.2,CVVC
kuan,79.2,CVVC
laon,79.2,CVVC
leve,79.2,CVCV
liof,79.2,CVVC
lute,79.2,CVCV
mitu,79.2,CVCV
mute,79.2,CVCV
nast,79.2,CVCC
nitu,79.2,CVCV
nted,79.2,CCVC
ntio,79.2,CCVV
nute,79.2,CVCV
oces,79.2,VCVC
ogen,79.2,VCVC
ogon,79.2,VCVC
opat,79.2,VCVC
open,79.2,VCVC
oram,79.2,VCVC
osat,79.2,VCVC
pong,79.2,CVCC
pote,79.2,CVCV
pran,79.2,CCVC
pute,79.2,CVCV
rasa,79.2,CVCV
rels,79.2,CVCC
reza,79.2,CVCV
reze,79.2,CVCV
rezi,79.2,CVCV
rezo,79.2,CVCV
rute,79.2,CVCV
siat,79.2,CVVC
slin,79.2,CCVC
sute,79.2,CVCV
taon,79.2,CVVC
teci,79.2,CVCV
tecu,79.2,CVCV
tegu,79.2,CVCV
tehu,79.2,CVCV
temu,79.2,CVCV
tepi,79.2,CVCV
tepo,79.2,CVCV
tepu,79.2,CVCV
tetu,79.2,CVCV
tevu,79.2,CVCV
tewu,79.2,CVCV
toce,79.2,CVCV
toli,79.2,CVCV
tute,79.2,CVCV
uces,79.2,VCVC
ugen,79.2,VCVC
ugon,79.2,VCVC
upat,79.2,VCVC
upen,79.2,VCVC
ural,79.2,VCVC
usat,79.2,VCVC
vans,79.2,CVCC
vedr,79.2,CVCC
verk,79.2,CVCC
vian,79.2,CVVC
voan,79.2,CVVC
vute,79.2,CVCV
wans,79.2,CVCC
wian,79.2,CVVC
woan,79.2,CVVC
wute,79.2,CVCV
xino,79.2,CVCV
yaer,79.2,CVVC
yoer,79.2,CVVC
zina,79.2,CVCV
abon,79.0,VCVC
afat,79.0,VCVC
akon,79.0,VCVC
alse,79.0,VCCV
anso,79.0,VCCV
anta,79.0,VCCV
atti,79.0,VCCV
avon,79.0,VCVC
awon,79.0,VCVC
bens,79.0,CVCC
bisu,79.0,CVCV
bles,79.0,CCVC
casi,79.0,CVCV
ceal,79.0,CVVC
cent,79.0,CVCC
chem,79.0,CCVC
chet,79.0,CCVC
cins,79.0,CVCC
cles,79.0,CCVC
cofl,79.0,CVCC
cois,79.0,CVVC
coon,79.0,CVVC
cuin,79.0,CVVC
dalu,79.0,CVCV
desm,79.0,CVCC
desn,79.0,CVCC
duin,79.0,CVVC
ebon,79.0,VCVC
efat,79.0,VCVC
ekon,79.0,VCVC
enam,79.0,VCVC
erib,79.0,VCVC
erid,79.0,VCVC
erif,79.0,VCVC
erig,79.0,VCVC
erih,79.0,VCVC
erij,79.0,VCVC
erik,79.0,VCVC
erip,79.0,VCVC
eriv,79.0,VCVC
eriw,79.0,VCVC
eriy,79.0,VCVC
erre,79.0,VCCV
esco,79.0,VCCV
evon,79.0,VCVC
ewon,79.0,VCVC
fitu,79.0,CVCV
fles,79.0,CCVC
gant,79.0,CVCC
geon,79.0,CVVC
guin,79.0,CVVC
haon,79.0,CVVC
hegl,79.0,CVCC
hons,79.0,CVCC
huin,79.0,CVVC
ibon,79.0,VCVC
ifat,79.0,VCVC
ikon,79.0,VCVC
itiq,79.0,VCVC
itix,79.0,VCVC
itiz,79.0,VCVC
ivon,79.0,VCVC
iwon,79.0,VCVC
jans,79.0,CVCC
joan,79.0,CVVC
juan,79.0,CVVC
kant,79.0,CVCC
kern,79.0,CVCC
kers,79.0,CVCC
laru,79.0,CVCV
lcon,79.0,CCVC
leen,79.0,CVVC
luin,79.0,CVVC
maen,79.0,CVVC
matr,79.0,CVCC
muin,79.0,CVVC
nalu,79.0,CVCV
ncon,79.0,CCVC
nden,79.0,CCVC
near,79.0,CVVC
ngit,79.0,CCVC
nons,79.0,CVCC
nuin,79.0,CVVC
obon,79.0,VCVC
okon,79.0,VCVC
orre,79.0,VCCV
ovon,79.0,VCVC
owon,79.0,VCVC
past,79.0,CVCC
peon,79.0,CVVC
pins,79.0,CVCC
ples,79.0,CCVC
poin,79.0,CVVC
puin,79.0,CVVC
qino,79.0,CVCV
rcon,79.0,CCVC
relm,79.0,CVCC
rexa,79.0,CVCV
rexe,79.0,CVCV
rexi,79.0,CVCV
rexo,79.0,CVCV
rexu,79.0,CVCV
rlen,79.0,CCVC
roes,79.0,CVVC
rted,79.0,CCVC
rtio,79.0,CCVV
ruin,79.0,CVVC
sast,79.0,CVCC
selo,79.0,CVCV
senk,79.0,CVCC
sner,79.0,CCVC
suin,79.0,CVVC
taru,79.0,CVCV
tham,79.0,CCVC
thol,79.0,CCVC
thos,79.0,CCVC
thot,79.0,CCVC
toas,79.0,CVVC
tord,79.0,CVCC
tuin,79.0,CVVC
ubon,79.0,VCVC
ufat,79.0,VCVC
ukon,79.0,VCVC
uvon,79.0,VCVC
uwon,79.0,VCVC
veas,79.0,CVVC
veit,79.0,CVVC
visu,79.0,CVCV
vuin,79.0,CVVC
wert,79.0,CVCC
wisu,79.0,CVCV
wuin,79.0,CVVC
xina,79.0,CVCV
yedu,79.0,CVCV
yeng,79.0,CVCC
yier,79.0,CVVC
yint,79.0,CVCC
yuer,79.0,CVVC
zini,79.0,CVCV
zone,79.0,CVCV
abes,78.8,VCVC
agat,78.8,VCVC
ahis,78.8,VCVC
ajon,78.8,VCVC
akat,78.8,VCVC
ansa,78.8,VCCV
arse,78.8,VCCV
asem,78.8,VCVC
aset,78.8,VCVC
atra,78.8,VCCV
bant,78.8,CVCC
beto,78.8,CVCV
cole,78.8,CVCV
daon,78.8,CVVC
ebes,78.8,VCVC
egat,78.8,VCVC
ehis,78.8,VCVC
ejon,78.8,VCVC
ekat,78.8,VCVC
enil,78.8,VCVC
enim,78.8,VCVC
enir,78.8,VCVC
erce,78.8,VCCV
erda,78.8,VCCV
erdi,78.8,VCCV
erli,78.8,VCCV
erno,78.8,VCCV
fast,78.8,CVCC
gitu,78.8,CVCV
gles,78.8,CCVC
haru,78.8,CVCV
hect,78.8,CVCC
heft,78.8,CVCC
ibes,78.8,VCVC
icar,78.8,VCVC
igat,78.8,VCVC
ihis,78.8,VCVC
ijon,78.8,VCVC
ikat,78.8,VCVC
irem,78.8,VCVC
iret,78.8,VCVC
jert,78.8,CVCC
jian,78.8,CVVC
kitu,78.8,CVCV
kner,78.8,CCVC
lasi,78.8,CVCV
leco,78.8,CVCV
lico,78.8,CVCV
lner,78.8,CCVC
lons,78.8,CVCC
lted,78.8,CCVC
ltio,78.8,CCVV
naon,78.8,CVVC
nele,78.8,CVCV
obes,78.8,VCVC
ofle,78.8,VCCV
ofom,78.8,VCVC
ogat,78.8,VCVC
ohis,78.8,VCVC
ojon,78.8,VCVC
okat,78.8,VCVC
oshe,78.8,VCCV
palu,78.8,CVCV
qina,78.8,CVCV
rden,78.8,CCVC
reln,78.8,CVCC
reqa,78.8,CVCV
reqe,78.8,CVCV
reqi,78.8,CVCV
reqo,78.8,CVCV
requ,78.8,CVCV
rezu,78.8,CVCV
rose,78.8,CVCV
rsin,78.8,CCVC
salu,78.8,CVCV
scer,78.8,CCVC
sess,78.8,CVCC
sien,78.8,CVVC
sles,78.8,CCVC
sons,78.8,CVCC
tasi,78.8,CVCV
tobe,78.8,CVCV
tork,78.8,CVCC
ubes,78.8,VCVC
ugat,78.8,VCVC
uhis,78.8,VCVC
ujon,78.8,VCVC
ukat,78.8,VCVC
urar,78.8,VCVC
ushe,78.8,VCCV
vant,78.8,CVCC
veve,78.8,CVCV
want,78.8,CVCC
wern,78.8,CVCC
wers,78.8,CVCC
xini,78.8,CVCV
xone,78.8,CVCV
yans,78.8,CVCC
yoan,78.8,CVVC
abat,78.6,VCVC
afen,78.6,VCVC
anda,78.6,VCCV
andi,78.6,VCCV
asta,78.6,VCCV
atoq,78.6,VCVC
atox,78.6,VCVC
atoz,78.6,VCVC
avat,78.6,VCVC
awat,78.6,VCVC
ayon,78.6,VCVC
beal,78.6,CVVC
bent,78.6,CVCC
bitu,78.6,CVCV
bron,78.6,CCVC
caen,78.6,CVVC
catr,78.6,CVCC
cear,78.6,CVVC
cier,78.6,CVVC
cint,78.6,CVCC
coft,78.6,CVCC
coit,78.6,CVVC
corl,78.6,CVCC
corm,78.6,CVCC
cuer,78.6,CVVC
daru,78.6,CVCV
dons,78.6,CVCC
duer,78.6,CVVC
ebat,78.6,VCVC
efen,78.6,VCVC
eled,78.6,VCVC
erdo,78.6,VCCV
erna,78.6,VCCV
erob,78.6,VCVC
eroc,78.6,VCVC
erod,78.6,VCVC
erog,78.6,VCVC
eroh,78.6,VCVC
eroj,78.6,VCVC
erok,78.6,VCVC
erop,78.6,VCVC
erov,78.6,VCVC
erow,78.6,VCVC
eroy,78.6,VCVC
erso,78.6,VCCV
eshi,78.6,VCCV
esil,78.6,VCVC
esim,78.6,VCVC
esir,78.6,VCVC
evat,78.6,VCVC
ewat,78.6,VCVC
eyon,78.6,VCVC
falu,78.6,CVCV
fons,78.6,CVCC
gast,78.6,CVCC
gerl,78.6,CVCC
germ,78.6,CVCC
ghea,78.6,CCVV
guer,78.6,CVVC
hasi,78.6,CVCV
heab,78.6,CVVC
heac,78.6,CVVC
head,78.6,CVVC
heaf,78.6,CVVC
heag,78.6,CVVC
heah,78.6,CVVC
heaj,78.6,CVVC
heak,78.6,CVVC
heap,78.6,CVVC
heav,78.6,CVVC
heaw,78.6,CVVC
heay,78.6,CVVC
heic,78.6,CVVC
hekn,78.6,CVCC
hept,78.6,CVCC
hewr,78.6,CVCC
hoat,78.6,CVVC
hont,78.6,CVCC
huer,78.6,CVVC
iare,78.6,VVCV
ibat,78.6,VCVC
ifen,78.6,VCVC
ineb,78.6,VCVC
inec,78.6,VCVC
inef,78.6,VCVC
ineg,78.6,VCVC
ineh,78.6,VCVC
inej,78.6,VCVC
inek,78.6,VCVC
inep,78.6,VCVC
inev,78.6,VCVC
inew,78.6,VCVC
iney,78.6,VCVC
itob,78.6,VCVC
itoc,78.6,VCVC
itod,78.6,VCVC
itog,78.6,VCVC
itoh,78.6,VCVC
itoj,78.6,VCVC
itok,78.6,VCVC
itop,78.6,VCVC
itov,78.6,VCVC
itow,78.6,VCVC
itoy,78.6,VCVC
ivat,78.6,VCVC
iwat,78.6,VCVC
iyon,78.6,VCVC
jant,78.6,CVCC
jern,78.6,CVCC
jers,78.6,CVCC
jisu,78.6,CVCV
kast,78.6,CVCC
lden,78.6,CCVC
lmen,78.6,CCVC
lsin,78.6,CCVC
luer,78.6,CVVC
maso,78.6,CVCV
meis,78.6,CVVC
merd,78.6,CVCC
mons,78.6,CVCC
muer,78.6,CVVC
naru,78.6,CVCV
ngal,78.6,CCVC
noat,78.6,CVVC
nont,78.6,CVCC
nuer,78.6,CVVC
oare,78.6,VVCV
obat,78.6,VCVC
ofel,78.6,VCVC
onsi,78.6,VCCV
oric,78.6,VCVC
ovat,78.6,VCVC
owat,78.6,VCVC
oyon,78.6,VCVC
paon,78.6,CVVC
perl,78.6,CVCC
perm,78.6,CVCC
pier,78.6,CVVC
pint,78.6,CVCC
poer,78.6,CVVC
puer,78.6,CVVC
qini,78.6,CVCV
qone,78.6,CVCV
raes,78.6,CVVC
ruer,78.6,CVVC
rven,78.6,CCVC
saon,78.6,CVVC
sesh,78.6,CVCC
siof,78.6,CVVC
smen,78.6,CCVC
suer,78.6,CVVC
tosi,78.6,CVCV
toul,78.6,CVVC
toum,78.6,CVVC
toun,78.6,CVVC
tous,78.6,CVVC
tout,78.6,CVVC
tron,78.6,CCVC
tuer,78.6,CVVC
uare,78.6,VVCV
ubat,78.6,VCVC
ufen,78.6,VCVC
uvat,78.6,VCVC
uwat,78.6,VCVC
uyon,78.6,VCVC
veen,78.6,CVVC
vitu,78.6,CVCV
vuer,78.6,CVVC
witu,78.6,CVCV
wuer,78.6,CVVC
yert,78.6,CVCC
yian,78.6,CVVC
yuan,78.6,CVVC
zano,78.6,CVCV
ahit,78.4,VCVC
ajat,78.4,VCVC
aken,78.4,VCVC
ance,78.4,VCCV
ando,78.4,VCCV
bast,78.4,CVCC
cele,78.4,CVCV
cove,78.4,CVCV
cron,78.4,CCVC
cted,78.4,CCVC
ctio,78.4,CCVV
dasi,78.4,CVCV
diat,78.4,CVVC
dron,78.4,CCVC
edom,78.4,VCVC
ehit,78.4,VCVC
ejat,78.4,VCVC
eken,78.4,VCVC
erbe,78.4,VCCV
erma,78.4,VCCV
erni,78.4,VCCV
ersa,78.4,VCCV
esme,78.4,VCCV
esur,78.4,VCVC
faon,78.4,CVVC
feon,78.4,CVVC
fron,78.4,CCVC
fted,78.4,CCVC
ftio,78.4,CCVV
galu,78.4,CVCV
ghel,78.4,CCVC
gron,78.4,CCVC
heel,78.4,CVVC
hind,78.4,CVCC
ihit,78.4,VCVC
ijat,78.4,VCVC
iken,78.4,VCVC
inca,78.4,VCCV
iris,78.4,VCVC
itse,78.4,VCCV
kalu,78.4,CVCV
laen,78.4,CVVC
latr,78.4,CVCC
leli,78.4,CVCV
leme,78.4,CVCV
lerb,78.4,CVCC
lerc,78.4,CVCC
lerf,78.4,CVCC
lerg,78.4,CVCC
lerp,78.4,CVCC
lerv,78.4,CVCC
loat,78.4,CVVC
lont,78.4,CVCC
masa,78.4,CVCV
medr,78.4,CVCC
merk,78.4,CVCC
nasi,78.4,CVCV
ndin,78.4,CCVC
ofur,78.4,VCVC
ohit,78.4,VCVC
ojat,78.4,VCVC
oken,78.4,VCVC
omal,78.4,VCVC
orle,78.4,VCCV
osto,78.4,VCCV
paru,78.4,CVCV
pron,78.4,CCVC
saru,78.4,CVCV
soat,78.4,CVVC
sont,78.4,CVCC
taen,78.4,CVVC
tatr,78.4,CVCC
tenn,78.4,CVCC
tenx,78.4,CVCC
ticr,78.4,CVCC
toca,78.4,CVCV
toed,78.4,CVVC
tomu,78.4,CVCV
uhit,78.4,VCVC
ujat,78.4,VCVC
uken,78.4,VCVC
usto,78.4,VCCV
vast,78.4,CVCC
veco,78.4,CVCV
wast,78.4,CVCC
wran,78.4,CCVC
xano,78.4,CVCV
xten,78.4,CCVC
xure,78.4,CVCV
yant,78.4,CVCC
yern,78.4,CVCC
yers,78.4,CVCC
yisu,78.4,CVCV
zahe,78.4,CVCV
zana,78.4,CVCV
zehe,78.4,CVCV
zihe,78.4,CVCV
zohe,78.4,CVCV
awen,78.2,VCVC
ayat,78.2,VCVC
balu,78.2,CVCV
bear,78.2,CVVC
caso,78.2,CVCV
cian,78.2,CVVC
coal,78.2,CVVC
cuan,78.2,CVVC
deis,78.2,CVVC
derd,78.2,CVCC
doat,78.2,CVVC
dont,78.2,CVCC
duan,78.2,CVVC
erab,78.2,VCVC
erac,78.2,VCVC
erad,78.2,VCVC
eraf,78.2,VCVC
erag,78.2,VCVC
erah,78.2,VCVC
eraj,78.2,VCVC
erak,78.2,VCVC
erap,78.2,VCVC
erav,78.2,VCVC
eraw,78.2,VCVC
eray,78.2,VCVC
ewen,78.2,VCVC
eyat,78.2,VCVC
faru,78.2,CVCV
foat,78.2,CVVC
font,78.2,CVCC
fuon,78.2,CVVC
gaon,78.2,CVVC
gens,78.2,CVCC
gons,78.2,CVCC
guan,78.2,CVVC
haen,78.2,CVVC
hatr,78.2,CVCC
hoen,78.2,CVVC
huan,78.2,CVVC
inka,78.2,VCCV
inke,78.2,VCCV
inki,78.2,VCCV
isom,78.2,VCVC
iwen,78.2,VCVC
iyat,78.2,VCVC
jast,78.2,CVCC
jitu,78.2,CVCV
kaon,78.2,CVVC
keon,78.2,CVVC
lies,78.2,CVVC
liin,78.2,CVVC
luan,78.2,CVVC
meas,78.2,CVVC
meit,78.2,CVVC
miat,78.2,CVVC
moat,78.2,CVVC
mont,78.2,CVCC
muan,78.2,CVVC
neer,78.2,CVVC
neor,78.2,CVVC
ngar,78.2,CCVC
niat,78.2,CVVC
noen,78.2,CVVC
nuan,78.2,CVVC
onic,78.2,VCVC
orde,78.2,VCCV
osed,78.2,VCVC
owen,78.2,VCVC
oyat,78.2,VCVC
pasi,78.2,CVCV
pens,78.2,CVCC
pian,78.2,CVVC
poan,78.2,CVVC
pted,78.2,CCVC
ptio,78.2,CCVV
puan,78.2,CVVC
qano,78.2,CVCV
qure,78.2,CVCV
raor,78.2,CVVC
rats,78.2,CVCC
rdin,78.2,CCVC
rlin,78.2,CCVC
ruan,78.2,CVVC
sasi,78.2,CVCV
sico,78.2,CVCV
suan,78.2,CVVC
ticl,78.2,CVCC
tola,78.2,CVCV
tota,78.2,CVCV
tuan,78.2,CVVC
used,78.2,VCVC
uwen,78.2,VCVC
uyat,78.2,VCVC
valu,78.2,CVCV
vuan,78.2,CVVC
walu,78.2,CVCV
wuan,78.2,CVVC
xahe,78.2,CVCV
xana,78.2,CVCV
xehe,78.2,CVCV
xihe,78.2,CVCV
xohe,78.2,CVCV
xuhe,78.2,CVCV
zani,78.2,CVCV
zene,78.2,CVCV
zure,78.2,CVCV
ages,78.0,VCVC
ajen,78.0,VCVC
apes,78.0,VCVC
aphe,78.0,VCCV
apon,78.0,VCVC
awhe,78.0,VCCV
baon,78.0,CVVC
bele,78.0,CVCV
bons,78.0,CVCC
brea,78.0,CCVV
buon,78.0,CVVC
casa,78.0,CVCV
chei,78.0,CCVV
cheo,78.0,CCVV
cheu,78.0,CCVV
chon,78.0,CCVC
cisu,78.0,CVCV
coco,78.0,CVCV
daen,78.0,CVVC
datr,78.0,CVCC
dedr,78.0,CVCC
derk,78.0,CVCC
dien,78.0,CVVC
eges,78.0,VCVC
ejen,78.0,VCVC
epes,78.0,VCVC
ephe,78.0,VCCV
epon,78.0,VCVC
erca,78.0,VCCV
erka,78.0,VCCV
erke,78.0,VCCV
erki,78.0,VCCV
ethu,78.0,VCCV
ewhe,78.0,VCCV
fasi,78.0,CVCV
ferl,78.0,CVCC
ferm,78.0,CVCC
fiat,78.0,CVVC
garu,78.0,CVCV
geto,78.0,CVCV
hets,78.0,CVCC
hhen,78.0,CCVC
hher,78.0,CCVC
hhes,78.0,CCVC
hoto,78.0,CVCV
iges,78.0,VCVC
ijen,78.0,VCVC
inko,78.0,VCCV
inku,78.0,VCCV
insu,78.0,VCCV
ipes,78.0,VCVC
iphe,78.0,VCCV
ipon,78.0,VCVC
irit,78.0,VCVC
iwhe,78.0,VCCV
jalu,78.0,CVCV
karu,78.0,CVCV
kons,78.0,CVCC
kuon,78.0,CVVC
