name,score,pattern
arte,83.4,VCCV
ceat,83.4,CVVC
datu,83.4,CVCV
hint,83.4,CVCC
jesi,83.4,CVCV
mern,83.4,CVCC
mers,83.4,CVCC
natu,83.4,CVCV
ngen,83.4,CCVC
ngon,83.4,CCVC
nior,83.4,CVVC
reji,83.4,CVCV
reya,83.4,CVCV
reye,83.4,CVCV
rins,83.4,CVCC
seer,83.4,CVVC
seor,83.4,CVVC
telo,83.4,CVCV
tenk,83.4,CVCC
tiis,83.4,CVVC
yeni,83.4,CVCV
beti,83.2,CVCV
caro,83.2,CVCV
cesu,83.2,CVCV
enel,83.2,VCVC
feso,83.2,CVCV
fior,83.2,CVVC
gonu,83.2,CVCV
ilin,83.2,VCVC
olin,83.2,VCVC
ongu,83.2,VCCV
patu,83.2,CVCV
penu,83.2,CVCV
pora,83.2,CVCV
reyi,83.2,CVCV
rong,83.2,CVCC
rote,83.2,CVCV
tess,83.2,CVCC
ulin,83.2,VCVC
uner,83.2,VCVC
yire,83.2,CVCV
atiq,83.0,VCVC
atiz,83.0,VCVC
dari,83.0,CVCV
ereq,83.0,VCVC
hian,83.0,CVVC
itid,83.0,VCVC
itif,83.0,VCVC
itig,83.0,VCVC
itij,83.0,VCVC
itik,83.0,VCVC
itiv,83.0,VCVC
itiw,83.0,VCVC
itiy,83.0,VCVC
keso,83.0,CVCV
konu,83.0,CVCV
lens,83.0,CVCC
liso,83.0,CVCV
ngat,83.0,CCVC
nsen,83.0,CCVC
orez,83.0,VCVC
orto,83.0,VCCV
rier,83.0,CVVC
roin,83.0,CVVC
taro,83.0,CVCV
tois,83.0,CVVC
verl,83.0,CVCC
alof,82.8,VCVC
anem,82.8,VCVC
anet,82.8,VCVC
bedo,82.8,CVCV
besu,82.8,CVCV
bior,82.8,CVVC
cali,82.8,CVCV
cire,82.8,CVCV
ethi,82.8,VCCV
fist,82.8,CVCC
gatu,82.8,CVCV
haro,82.8,CVCV
hisu,82.8,CVCV
ices,82.8,VCVC
iles,82.8,VCVC
imen,82.8,VCVC
inde,82.8,VCCV
iran,82.8,VCVC
isem,82.8,VCVC
jonu,82.8,CVCV
katu,82.8,CVCV
kesa,82.8,CVCV
ming,82.8,CVCC
ning,82.8,CVCC
omat,82.8,VCVC
osti,82.8,VCCV
rehu,82.8,CVCV
remu,82.8,CVCV
repo,82.8,CVCV
repu,82.8,CVCV
retu,82.8,CVCV
revu,82.8,CVCV
rewu,82.8,CVCV
sari,82.8,CVCV
sesl,82.8,CVCC
tole,82.8,CVCV
umen,82.8,VCVC
usti,82.8,VCCV
uthi,82.8,VCCV
vior,82.8,CVVC
wior,82.8,CVVC
atob,82.6,VCVC
atoc,82.6,VCVC
atoh,82.6,VCVC
atoj,82.6,VCVC
atok,82.6,VCVC
atop,82.6,VCVC
atow,82.6,VCVC
atoy,82.6,VCVC
cont,82.6,CVCC
eted,82.6,VCVC
fari,82.6,CVCV
fenu,82.6,CVCV
fing,82.6,CVCC
fler,82.6,CCVC
gist,82.6,CVCC
ista,82.6,VCCV
jeso,82.6,CVCV
kist,82.6,CVCC
lali,82.6,CVCV
lent,82.6,CVCC
meon,82.6,CVVC
nein,82.6,CVVC
ralo,82.6,CVCV
tang,82.6,CVCC
tila,82.6,CVCV
tiol,82.6,CVVC
tios,82.6,CVVC
tiot,82.6,CVVC
toft,82.6,CVCC
torl,82.6,CVCC
usin,82.6,VCVC
uted,82.6,VCVC
vatu,82.6,CVCV
vens,82.6,CVCC
watu,82.6,CVCV
wesa,82.6,CVCV
aber,82.4,VCVC
alel,82.4,VCVC
asar,82.4,VCVC
aves,82.4,VCVC
bist,82.4,CVCC
cete,82.4,CVCV
eber,82.4,VCVC
engu,82.4,VCCV
erle,82.4,VCCV
estu,82.4,VCCV
eves,82.4,VCVC
geti,82.4,CVCV
gler,82.4,CCVC
hang,82.4,CVCC
heur,82.4,CVVC
hitu,82.4,CVCV
hoti,82.4,CVCV
iber,82.4,VCVC
iden,82.4,VCVC
inur,82.4,VCVC
jesa,82.4,CVCV
jior,82.4,CVVC
nofo,82.4,CVCV
oden,82.4,VCVC
oves,82.4,VCVC
paro,82.4,CVCV
siso,82.4,CVCV
sita,82.4,CVCV
sler,82.4,CCVC
tece,82.4,CVCV
tenc,82.4,CVCC
tige,82.4,CVCV
tiha,82.4,CVCV
tiss,82.4,CVCC
tove,82.4,CVCV
uden,82.4,VCVC
uves,82.4,VCVC
veto,82.4,CVCV
vist,82.4,CVCC
yean,82.4,CVVC
bari,82.2,CVCV
bing,82.2,CVCC
cein,82.2,CVVC
coen,82.2,CVVC
elat,82.2,VCVC
elon,82.2,VCVC
erde,82.2,VCCV
faro,82.2,CVCV
gedi,82.2,CVCV
hofe,82.2,CVCV
lear,82.2,CVVC
lofo,82.2,CVCV
merm,82.2,CVCC
nges,82.2,CCVC
nisi,82.2,CVCV
nofa,82.2,CVCV
nofe,82.2,CVCV
raer,82.2,CVVC
roan,82.2,CVVC
rsen,82.2,CCVC
sofo,82.2,CVCV
tesc,82.2,CVCC
tesk,82.2,CVCC
tida,82.2,CVCV
tidi,82.2,CVCV
tish,82.2,CVCC
toal,82.2,CVVC
veal,82.2,CVVC
vent,82.2,CVCC
ving,82.2,CVCC
wenu,82.2,CVCV
yesa,82.2,CVCV
yior,82.2,CVVC
zese,82.2,CVCV
aman,82.0,VCVC
ande,82.0,VCCV
bete,82.0,CVCV
bred,82.0,CCVC
cred,82.0,CCVC
dofo,82.0,CVCV
doti,82.0,CVCV
dred,82.0,CCVC
erve,82.0,VCCV
fisi,82.0,CVCV
fofo,82.0,CVCV
ghed,82.0,CCVC
heed,82.0,CVVC
hofu,82.0,CVCV
inol,82.0,VCVC
inos,82.0,VCVC
iron,82.0,VCVC
jari,82.0,CVCV
jist,82.0,CVCC
lofa,82.0,CVCV
lofi,82.0,CVCV
lsen,82.0,CCVC
moti,82.0,CVCV
neng,82.0,CVCC
nofu,82.0,CVCV
orom,82.0,VCVC
para,82.0,CVCV
pedo,82.0,CVCV
pesu,82.0,CVCV
ponu,82.0,CVCV
pred,82.0,CCVC
ritu,82.0,CVCV
rtor,82.0,CCVC
sali,82.0,CVCV
sofa,82.0,CVCV
sofe,82.0,CVCV
sofi,82.0,CVCV
tebe,82.0,CVCV
tesw,82.0,CVCC
theb,82.0,CCVC
thec,82.0,CCVC
thed,82.0,CCVC
theg,82.0,CCVC
theh,82.0,CCVC
thek,82.0,CCVC
thew,82.0,CCVC
tido,82.0,CVCV
timi,82.0,CVCV
tred,82.0,CCVC
uman,82.0,VCVC
uror,82.0,VCVC
whed,82.0,CCVC
xese,82.0,CVCV
atex,81.8,VCVC
baro,81.8,CVCV
bein,81.8,CVVC
cior,81.8,CVVC
derl,81.8,CVCC
derm,81.8,CVCC
dofa,81.8,CVCV
dofe,81.8,CVCV
dofi,81.8,CVCV
fali,81.8,CVCV
feti,81.8,CVCV
fofa,81.8,CVCV
fofe,81.8,CVCV
gisi,81.8,CVCV
inam,81.8,VCVC
iteb,81.8,VCVC
itec,81.8,VCVC
itef,81.8,VCVC
iteg,81.8,VCVC
itej,81.8,VCVC
itek,81.8,VCVC
itep,81.8,VCVC
itew,81.8,VCVC
jing,81.8,CVCC
kisi,81.8,CVCV
lier,81.8,CVVC
ltor,81.8,CCVC
mofe,81.8,CVCV
mofi,81.8,CVCV
nses,81.8,CCVC
odin,81.8,VCVC
rans,81.8,CVCC
stim,81.8,CCVC
stir,81.8,CCVC
thir,81.8,CCVC
tifi,81.8,CVCV
toar,81.8,CVVC
udin,81.8,VCVC
varo,81.8,CVCV
vear,81.8,CVVC
yari,81.8,CVCV
yenu,81.8,CVCV
acor,81.6,VCVC
aper,81.6,VCVC
bisi,81.6,CVCV
ceng,81.6,CVCC
chea,81.6,CCVV
diso,81.6,CVCV
dita,81.6,CVCV
ecan,81.6,VCVC
eger,81.6,VCVC
enom,81.6,VCVC
eper,81.6,VCVC
erco,81.6,VCCV
feda,81.6,CVCV
fedi,81.6,CVCV
futi,81.6,CVCV
gali,81.6,CVCV
gang,81.6,CVCC
gara,81.6,CVCV
gofo,81.6,CVCV
goti,81.6,CVCV
imes,81.6,VCVC
imin,81.6,VCVC
inil,81.6,VCVC
inim,81.6,VCVC
inir,81.6,VCVC
iper,81.6,VCVC
keti,81.6,CVCV
lala,81.6,CVCV
meto,81.6,CVCV
mofu,81.6,CVCV
nert,81.6,CVCC
ocor,81.6,VCVC
ofto,81.6,VCCV
oger,81.6,VCVC
onem,81.6,VCVC
onet,81.6,VCVC
sedr,81.6,CVCC
serk,81.6,CVCC
sins,81.6,CVCC
teca,81.6,CVCV
telu,81.6,CVCV
tiga,81.6,CVCV
tond,81.6,CVCC
ucan,81.6,VCVC
ucor,81.6,VCVC
uger,81.6,VCVC
umes,81.6,VCVC
umin,81.6,VCVC
unin,81.6,VCVC
uste,81.6,VCCV
wisi,81.6,CVCV
ying,81.6,CVCC
afin,81.4,VCVC
bali,81.4,CVCV
bofo,81.4,CVCV
buti,81.4,CVCV
calo,81.4,CVCV
ctor,81.4,CCVC
disa,81.4,CVCV
efin,81.4,VCVC
etan,81.4,VCVC
ftor,81.4,CCVC
gofa,81.4,CVCV
gofe,81.4,CVCV
gofi,81.4,CVCV
hala,81.4,CVCV
heza,81.4,CVCV
heze,81.4,CVCV
hiat,81.4,CVVC
ifin,81.4,VCVC
keat,81.4,CVVC
kofo,81.4,CVCV
kuti,81.4,CVCV
loru,81.4,CVCV
maer,81.4,CVVC
ment,81.4,CVCC
miso,81.4,CVCV
nern,81.4,CVCC
nita,81.4,CVCV
olan,81.4,VCVC
pist,81.4,CVCC
rant,81.4,CVCC
rler,81.4,CCVC
seas,81.4,CVVC
soru,81.4,CVCV
teta,81.4,CVCV
tiba,81.4,CVCV
tiko,81.4,CVCV
tiku,81.4,CVCV
tisc,81.4,CVCC
tivi,81.4,CVCV
tiwa,81.4,CVCV
ufin,81.4,VCVC
vali,81.4,CVCV
vang,81.4,CVCC
vara,81.4,CVCV
voti,81.4,CVCV
wali,81.4,CVCV
wara,81.4,CVCV
weti,81.4,CVCV
wofo,81.4,CVCV
woti,81.4,CVCV
yaro,81.4,CVCV
zeri,81.4,CVCV
akin,81.2,VCVC
anco,81.2,VCCV
anos,81.2,VCVC
anot,81.2,VCVC
asel,81.2,VCVC
bedu,81.2,CVCV
bofe,81.2,CVCV
bofi,81.2,CVCV
cert,81.2,CVCC
dala,81.2,CVCV
doru,81.2,CVCV
ekin,81.2,VCVC
erme,81.2,VCCV
fita,81.2,CVCV
gete,81.2,CVCV
hexe,81.2,CVCV
hong,81.2,CVCC
ides,81.2,VCVC
ikin,81.2,VCVC
irat,81.2,VCVC
irel,81.2,VCVC
jang,81.2,CVCC
jeti,81.2,CVCV
jisi,81.2,CVCV
jofo,81.2,CVCV
juti,81.2,CVCV
kedo,81.2,CVCV
kofa,81.2,CVCV
kofe,81.2,CVCV
nala,81.2,CVCV
nong,81.2,CVCC
odes,81.2,VCVC
ohan,81.2,VCVC
sint,81.2,CVCC
tain,81.2,CVVC
tege,81.2,CVCV
teho,81.2,CVCV
tije,81.2,CVCV
tijo,81.2,CVCV
tisw,81.2,CVCC
udes,81.2,VCVC
uhan,81.2,VCVC
ukin,81.2,VCVC
urem,81.2,VCVC
uret,81.2,VCVC
vofa,81.2,CVCV
vofe,81.2,CVCV
vofi,81.2,CVCV
weat,81.2,CVVC
weda,81.2,CVCV
wofa,81.2,CVCV
wofe,81.2,CVCV
xeri,81.2,CVCV
abin,81.0,VCVC
aere,81.0,VVCV
ahet,81.0,VCVC
anam,81.0,VCVC
aore,81.0,VVCV
dent,81.0,CVCC
efer,81.0,VCVC
ehet,81.0,VCVC
evin,81.0,VCVC
gein,81.0,CVVC
giso,81.0,CVCV
heln,81.0,CVCC
heqe,81.0,CVCV
hezu,81.0,CVCV
hoin,81.0,CVVC
ibin,81.0,VCVC
ihem,81.0,VCVC
iore,81.0,VVCV
ivin,81.0,VCVC
iwin,81.0,VCVC
jeat,81.0,CVVC
jofa,81.0,CVCV
jofe,81.0,CVCV
kiso,81.0,CVCV
lder,81.0,CCVC
lmer,81.0,CCVC
mans,81.0,CVCC
noin,81.0,CVVC
ohem,81.0,VCVC
ohet,81.0,VCVC
ovin,81.0,VCVC
owin,81.0,VCVC
qeri,81.0,CVCV
rast,81.0,CVCC
riat,81.0,CVVC
rons,81.0,CVCC
rver,81.0,CCVC
smer,81.0,CCVC
sote,81.0,CVCV
tour,81.0,CVVC
tsen,81.0,CCVC
uati,81.0,VVCV
ufer,81.0,VCVC
uhem,81.0,VCVC
uhet,81.0,VCVC
uvin,81.0,VCVC
veer,81.0,CVVC
vofu,81.0,CVCV
wedo,81.0,CVCV
wesu,81.0,CVCV
yali,81.0,CVCV
yeti,81.0,CVCV
yofo,81.0,CVCV
zero,81.0,CVCV
anil,80.8,VCVC
apan,80.8,VCVC
cose,80.8,CVCV
crin,80.8,CCVC
dalo,80.8,CVCV
dong,80.8,CVCC
hiof,80.8,CVVC
jedo,80.8,CVCV
jesu,80.8,CVCV
kisa,80.8,CVCV
lesl,80.8,CVCC
litu,80.8,CVCV
lses,80.8,CCVC
mele,80.8,CVCV
mong,80.8,CVCC
nain,80.8,CVVC
nalo,80.8,CVCV
oker,80.8,VCVC
onde,80.8,VCCV
osan,80.8,VCVC
ralu,80.8,CVCV
sian,80.8,CVVC
soin,80.8,CVVC
stal,80.8,CCVC
stia,80.8,CCVV
stie,80.8,CCVV
stiu,80.8,CCVV
temo,80.8,CVCV
tepa,80.8,CVCV
thia,80.8,CCVV
thie,80.8,CCVV
tiyi,80.8,CVCV
tiyu,80.8,CVCV
tohi,80.8,CVCV
unen,80.8,VCVC
viso,80.8,CVCV
whin,80.8,CCVC
wita,80.8,CVCV
xine,80.8,CVCV
xito,80.8,CVCV
yeda,80.8,CVCV
yofa,80.8,CVCV
yofe,80.8,CVCV
yofi,80.8,CVCV
afan,80.6,VCVC
arex,80.6,VCVC
arez,80.6,VCVC
awer,80.6,VCVC
bers,80.6,CVCC
boru,80.6,CVCV
ewer,80.6,VCVC
foin,80.6,CVVC
gala,80.6,CVCV
haer,80.6,CVVC
ifan,80.6,VCVC
insi,80.6,VCCV
kala,80.6,CVCV
lesn,80.6,CVCC
mant,80.6,CVCC
moin,80.6,CVVC
nins,80.6,CVCC
ojin,80.6,VCVC
ower,80.6,VCVC
pain,80.6,CVVC
qito,80.6,CVCV
salo,80.6,CVCV
tefa,80.6,CVCV
tefe,80.6,CVCV
ujin,80.6,VCVC
voru,80.6,CVCV
yedo,80.6,CVCV
yesu,80.6,CVCV
agan,80.4,VCVC
amat,80.4,VCVC
daer,80.4,CVVC
dier,80.4,CVVC
duti,80.4,CVCV
ejer,80.4,VCVC
ekan,80.4,VCVC
emat,80.4,VCVC
fain,80.4,CVVC
falo,80.4,CVCV
fein,80.4,CVVC
fins,80.4,CVCC
fute,80.4,CVCV
geng,80.4,CVCC
gote,80.4,CVCV
hico,80.4,CVCV
ikan,80.4,VCVC
imat,80.4,VCVC
istu,80.4,VCCV
jita,80.4,CVCV
kete,80.4,CVCV
luti,80.4,CVCV
muti,80.4,CVCV
naer,80.4,CVVC
nuti,80.4,CVCV
oyin,80.4,VCVC
pofo,80.4,CVCV
poti,80.4,CVCV
puti,80.4,CVCV
riof,80.4,CVVC
ruti,80.4,CVCV
serc,80.4,CVCC
serf,80.4,CVCC
serp,80.4,CVCC
sser,80.4,CCVC
tefu,80.4,CVCV
tegi,80.4,CVCV
tego,80.4,CVCV
teka,80.4,CVCV
teke,80.4,CVCV
thic,80.4,CCVC
tidu,80.4,CVCV
tigu,80.4,CVCV
tilu,80.4,CVCV
tipi,80.4,CVCV
tipo,80.4,CVCV
ucen,80.4,VCVC
ugan,80.4,VCVC
ujer,80.4,VCVC
ukan,80.4,VCVC
umat,80.4,VCVC
uyin,80.4,VCVC
veth,80.4,CVCC
vuti,80.4,CVCV
wuti,80.4,CVCV
xera,80.4,CVCV
arto,80.2,VCCV
avan,80.2,VCVC
ayer,80.2,VCVC
blen,80.2,CCVC
bong,80.2,CVCC
bote,80.2,CVCV
bute,80.2,CVCV
cant,80.2,CVCC
clen,80.2,CCVC
eato,80.2,VVCV
flen,80.2,CCVC
fuin,80.2,CVVC
gain,80.2,CVVC
gins,80.2,CVCC
goin,80.2,CVVC
iban,80.2,VCVC
jala,80.2,CVCV
kins,80.2,CVCC
kote,80.2,CVCV
meer,80.2,CVVC
meor,80.2,CVVC
mier,80.2,CVVC
moer,80.2,CVVC
nerm,80.2,CVCC
nier,80.2,CVVC
nint,80.2,CVCC
noan,80.2,CVVC
owan,80.2,VCVC
pofe,80.2,CVCV
pofi,80.2,CVCV
qera,80.2,CVCV
reur,80.2,CVVC
roen,80.2,CVVC
situ,80.2,CVCV
teba,80.2,CVCV
tebi,80.2,CVCV
tebu,80.2,CVCV
teko,80.2,CVCV
tevo,80.2,CVCV
tewa,80.2,CVCV
tewo,80.2,CVCV
uban,80.2,VCVC
uvan,80.2,VCVC
uwan,80.2,VCVC
vesm,80.2,CVCC
vesn,80.2,CVCC
vong,80.2,CVCC
wete,80.2,CVCV
wote,80.2,CVCV
yiso,80.2,CVCV
yita,80.2,CVCV
ache,80.0,VCCV
acin,80.0,VCVC
ahon,80.0,VCVC
alem,80.0,VCVC
apin,80.0,VCVC
balo,80.0,CVCV
buin,80.0,CVVC
coth,80.0,CVCC
dian,80.0,CVVC
eben,80.0,VCVC
eche,80.0,VCCV
ejan,80.0,VCVC
epin,80.0,VCVC
etha,80.0,VCCV
etho,80.0,VCCV
fier,80.0,CVVC
gert,80.0,CVCC
heir,80.0,CVVC
henn,80.0,CVCC
henx,80.0,CVCC
heot,80.0,CVVC
herr,80.0,CVCC
hesq,80.0,CVCC
heus,80.0,CVVC
heut,80.0,CVVC
iben,80.0,VCVC
ijan,80.0,VCVC
inul,80.0,VCVC
inun,80.0,VCVC
ipin,80.0,VCVC
jete,80.0,CVCV
koin,80.0,CVVC
loan,80.0,CVVC
oben,80.0,VCVC
ocat,80.0,VCVC
oche,80.0,VCCV
ohon,80.0,VCVC
onol,80.0,VCVC
onos,80.0,VCVC
onot,80.0,VCVC
opin,80.0,VCVC
oril,80.0,VCVC
otha,80.0,VCCV
pert,80.0,CVCC
pofu,80.0,CVCV
renx,80.0,CVCC
rerr,80.0,CVCC
resq,80.0,CVCC
soan,80.0,CVVC
teje,80.0,CVCV
tomo,80.0,CVCV
ucat,80.0,VCVC
uche,80.0,VCCV
ujan,80.0,VCVC
unon,80.0,VCVC
upin,80.0,VCVC
utha,80.0,VCCV
utho,80.0,VCCV
vins,80.0,CVCC
voin,80.0,CVVC
wein,80.0,CVVC
wins,80.0,CVCC
woin,80.0,CVVC
yisa,80.0,CVCV
atam,79.8,VCVC
cerl,79.8,CVCC
cerm,79.8,CVCC
corn,79.8,CVCC
eseb,79.8,VCVC
esef,79.8,VCVC
eseg,79.8,VCVC
eseh,79.8,VCVC
esej,79.8,VCVC
esle,79.8,VCCV
etat,79.8,VCVC
etof,79.8,VCVC
fuer,79.8,CVVC
gaer,79.8,CVVC
gers,79.8,CVCC
ghin,79.8,CCVC
gier,79.8,CVVC
gint,79.8,CVCC
hant,79.8,CVCC
hies,79.8,CVVC
hiin,79.8,CVVC
iate,79.8,VVCV
icre,79.8,VCCV
ilat,79.8,VCVC
ilon,79.8,VCVC
iyan,79.8,VCVC
jalo,79.8,CVCV
jein,79.8,CVVC
join,79.8,CVVC
kint,79.8,CVCC
leis,79.8,CVVC
lerd,79.8,CVCC
liat,79.8,CVVC
maon,79.8,CVVC
mian,79.8,CVVC
moan,79.8,CVVC
nian,79.8,CVVC
olon,79.8,VCVC
oson,79.8,VCVC
otat,79.8,VCVC
otof,79.8,VCVC
oyan,79.8,VCVC
pans,79.8,CVCC
pers,79.8,CVCC
piso,79.8,CVCV
qane,79.8,CVCV
ratr,79.8,CVCC
sans,79.8,CVCC
stom,79.8,CCVC
teyo,79.8,CVCV
uate,79.8,VVCV
ulon,79.8,VCVC
uson,79.8,VCVC
utat,79.8,VCVC
uyan,79.8,VCVC
yete,79.8,CVCV
yote,79.8,CVCV
adon,79.6,VCVC
asas,79.6,VCVC
atri,79.6,VCCV
bier,79.6,CVVC
boer,79.6,CVVC
cisa,79.6,CVCV
dant,79.6,CVCC
edet,79.6,VCVC
efon,79.6,VCVC
ehat,79.6,VCVC
enur,79.6,VCVC
erul,79.6,VCVC
erum,79.6,VCVC
erun,79.6,VCVC
fans,79.6,CVCC
hebr,79.6,CVCC
idon,79.6,VCVC
ifon,79.6,VCVC
ihat,79.6,VCVC
imon,79.6,VCVC
insa,79.6,VCCV
jins,79.6,CVCC
keng,79.6,CVCC
koer,79.6,CVVC
kuer,79.6,CVVC
last,79.6,CVCC
ledr,79.6,CVCC
lerk,79.6,CVCC
meth,79.6,CVCC
misu,79.6,CVCV
nant,79.6,CVCC
nisu,79.6,CVCV
nsin,79.6,CCVC
ohat,79.6,VCVC
onil,79.6,VCVC
onim,79.6,VCVC
orot,79.6,VCVC
pisa,79.6,CVCV
poru,79.6,CVCV
sehi,79.6,CVCV
stei,79.6,CCVV
steo,79.6,CCVV
steu,79.6,CCVV
tast,79.6,CVCC
teyi,79.6,CVCV
udon,79.6,VCVC
uhat,79.6,VCVC
vaer,79.6,CVVC
vier,79.6,CVVC
vint,79.6,CVCC
voer,79.6,CVVC
waer,79.6,CVVC
whea,79.6,CCVV
wier,79.6,CVVC
wint,79.6,CVCC
yain,79.6,CVVC
yein,79.6,CVVC
yoin,79.6,CVVC
adat,79.4,VCVC
berm,79.4,CVCC
caon,79.4,CVVC
cens,79.4,CVCC
clin,79.4,CCVC
ditu,79.4,CVCV
ersi,79.4,VCCV
fert,79.4,CVCC
fisu,79.4,CVCV
flin,79.4,CCVC
fuan,79.4,CVVC
goan,79.4,CVVC
hefr,79.4,CVCC
hegr,79.4,CVCC
inda,79.4,VCCV
jaer,79.4,CVVC
joer,79.4,CVVC
lalu,79.4,CVCV
leas,79.4,CVVC
leit,79.4,CVVC
mesm,79.4,CVCC
mesn,79.4,CVCC
ngis,79.4,CCVC
phel,79.4,CCVC
plin,79.4,CCVC
raso,79.4,CVCV
relt,79.4,CVCC
ries,79.4,CVVC
riin,79.4,CVVC
rner,79.4,CCVC
sant,79.4,CVCC
talu,79.4,CVCV
thur,79.4,CCVC
tost,79.4,CVCC
tran,79.4,CCVC
udat,79.4,VCVC
unat,79.4,VCVC
verd,79.4,CVCC
wedu,79.4,CVCV
whel,79.4,CCVC
yins,79.4,CVCC
zino,79.4,CVCV
agen,79.2,VCVC
anum,79.2,VCVC
anun,79.2,VCVC
anus,79.2,VCVC
anut,79.2,VCVC
arom,79.2,VCVC
atro,79.2,VCCV
boan,79.2,CVVC
chan,79.2,CCVC
cofr,79.2,CVCC
cran,79.2,CCVC
dast,79.2,CVCC
deth,79.2,CVCC
dran,79.2,CCVC
dute,79.2,CVCV
egon,79.2,VCVC
elit,79.2,VCVC
enco,79.2,VCCV
enos,79.2,VCVC
enot,79.2,VCVC
epat,79.2,VCVC
epen,79.2,VCVC
erta,79.2,VCCV
gute,79.2,CVCV
hecl,79.2,CVCC
hefl,79.2,CVCC
hepl,79.2,CVCC
hute,79.2,CVCV
ical,79.2,VCVC
indo,79.2,VCCV
ipen,79.2,VCVC
jedu,79.2,CVCV
jint,79.2,CVCC
kisu,79.2,CVCV
koan,79.2,CVVC
kuan,79.2,CVVC
laon,79.2,CVVC
leve,79.2,CVCV
liof,79.2,CVVC
lute,79.2,CVCV
nitu,79.2,CVCV
nted,79.2,CCVC
nute,79.2,CVCV
oces,79.2,VCVC
ogon,79.2,VCVC
opat,79.2,VCVC
open,79.2,VCVC
osat,79.2,VCVC
pran,79.2,CCVC
pute,79.2,CVCV
rels,79.2,CVCC
reze,79.2,CVCV
rezo,79.2,CVCV
rute,79.2,CVCV
siat,79.2,CVVC
sute,79.2,CVCV
taon,79.2,CVVC
tecu,79.2,CVCV
temu,79.2,CVCV
tepo,79.2,CVCV
tepu,79.2,CVCV
tevu,79.2,CVCV
toce,79.2,CVCV
uces,79.2,VCVC
ugen,79.2,VCVC
upen,79.2,VCVC
usat,79.2,VCVC
vans,79.2,CVCC
vedr,79.2,CVCC
verk,79.2,CVCC
voan,79.2,CVVC
vute,79.2,CVCV
wans,79.2,CVCC
wian,79.2,CVVC
woan,79.2,CVVC
wute,79.2,CVCV
yaer,79.2,CVVC
zina,79.2,CVCV
akon,79.0,VCVC
atti,79.0,VCCV
avon,79.0,VCVC
awon,79.0,VCVC
bles,79.0,CCVC
ceal,79.0,CVVC
chem,79.0,CCVC
cins,79.0,CVCC
cois,79.0,CVVC
cuin,79.0,CVVC
desn,79.0,CVCC
duin,79.0,CVVC
ebon,79.0,VCVC
efat,79.0,VCVC
ekon,79.0,VCVC
erib,79.0,VCVC
erif,79.0,VCVC
erig,79.0,VCVC
erih,79.0,VCVC
erij,79.0,VCVC
eriv,79.0,VCVC
erre,79.0,VCCV
evon,79.0,VCVC
ewon,79.0,VCVC
gant,79.0,CVCC
haon,79.0,CVVC
hegl,79.0,CVCC
ibon,79.0,VCVC
ifat,79.0,VCVC
ikon,79.0,VCVC
itiq,79.0,VCVC
itix,79.0,VCVC
itiz,79.0,VCVC
ivon,79.0,VCVC
iwon,79.0,VCVC
kers,79.0,CVCC
laru,79.0,CVCV
lcon,79.0,CCVC
maen,79.0,CVVC
muin,79.0,CVVC
ngit,79.0,CCVC
nons,79.0,CVCC
obon,79.0,VCVC
owon,79.0,VCVC
peon,79.0,CVVC
poin,79.0,CVVC
puin,79.0,CVVC
qino,79.0,CVCV
rcon,79.0,CCVC
rexa,79.0,CVCV
rexe,79.0,CVCV
rexi,79.0,CVCV
rexu,79.0,CVCV
rlen,79.0,CCVC
roes,79.0,CVVC
rted,79.0,CCVC
ruin,79.0,CVVC
sast,79.0,CVCC
selo,79.0,CVCV
sner,79.0,CCVC
tham,79.0,CCVC
thos,79.0,CCVC
thot,79.0,CCVC
toas,79.0,CVVC
tuin,79.0,CVVC
ubon,79.0,VCVC
ufat,79.0,VCVC
ukon,79.0,VCVC
veas,79.0,CVVC
vuin,79.0,CVVC
wuin,79.0,CVVC
xina,79.0,CVCV
yeng,79.0,CVCC
yuer,79.0,CVVC
zini,79.0,CVCV
abes,78.8,VCVC
ahis,78.8,VCVC
ansa,78.8,VCCV
arse,78.8,VCCV
asem,78.8,VCVC
aset,78.8,VCVC
atra,78.8,VCCV
ebes,78.8,VCVC
egat,78.8,VCVC
ekat,78.8,VCVC
enil,78.8,VCVC
enim,78.8,VCVC
enir,78.8,VCVC
erda,78.8,VCCV
hect,78.8,CVCC
heft,78.8,CVCC
icar,78.8,VCVC
igat,78.8,VCVC
irem,78.8,VCVC
jert,78.8,CVCC
kitu,78.8,CVCV
lasi,78.8,CVCV
leco,78.8,CVCV
lner,78.8,CCVC
lted,78.8,CCVC
obes,78.8,VCVC
ofle,78.8,VCCV
ofom,78.8,VCVC
ogat,78.8,VCVC
ohis,78.8,VCVC
oshe,78.8,VCCV
palu,78.8,CVCV
qina,78.8,CVCV
rden,78.8,CCVC
reln,78.8,CVCC
reqe,78.8,CVCV
reqi,78.8,CVCV
rose,78.8,CVCV
rsin,78.8,CCVC
salu,78.8,CVCV
scer,78.8,CCVC
sien,78.8,CVVC
sons,78.8,CVCC
tasi,78.8,CVCV
ubes,78.8,VCVC
ugat,78.8,VCVC
uhis,78.8,VCVC
ukat,78.8,VCVC
urar,78.8,VCVC
ushe,78.8,VCCV
vant,78.8,CVCC
veve,78.8,CVCV
wers,78.8,CVCC
xone,78.8,CVCV
yoan,78.8,CVVC
afen,78.6,VCVC
anda,78.6,VCCV
asta,78.6,VCCV
